name,url,pic_url,release,avg_rating,n_ratings,playability,components,writing,art_direction,replayability,publisher,genre,type,theme,scale,proportion,mechanic,playtime,age_rating,min_players,max_players,status,br_score
Villainous: Wicked To The Core,https://www.beastsofwar.com/game/villainous-wicked-to-the-core/,https://www.beastsofwar.com/game/villainous-wicked-to-the-core/,2019,0,2,0,0,0,0,0,Ravensburger,"Family, Strategy",,,,,,60,10,2,3,In Development,0.855497306
Vintage Racers,https://www.beastsofwar.com/game/vintage-racers/,https://www.beastsofwar.com/game/vintage-racers/,2019,0,0,0,0,0,0,0,Mr. B. Games,Historical,Board Game,,,,,15,12,2,4,Crowd Funding,1.269251337
Viroid,https://www.beastsofwar.com/game/viroid/,https://www.beastsofwar.com/game/viroid/,2018,0,0,0,0,0,0,0,OSTIA Spiele,Survival,Board Game,,,,,90,12,2,4,,1.269251337
Visitor In Blackwood Grove,https://www.beastsofwar.com/game/visitor-in-blackwood-grove/,https://www.beastsofwar.com/game/visitor-in-blackwood-grove/,2019,0,0,0,0,0,0,0,,"Science Fiction, Strategy",Board Game,,,,,15,8,3,6,In Production,1.269251337
Volcanic Isle,https://www.beastsofwar.com/game/volcanic-isle/,https://www.beastsofwar.com/game/volcanic-isle/,2019,0,0,0,0,0,0,0,Pendragon Game Studio,Historical,Board Game,,,,,45,8,2,5,In Production,1.269251337
Voll Verwackelt,https://www.beastsofwar.com/game/voll-verwackelt/,https://www.beastsofwar.com/game/voll-verwackelt/,2019,0,0,0,0,0,0,0,Queen Games,Family,Board Game,,,,,25,6,2,4,In Development,1.269251337
Voluspa,https://www.beastsofwar.com/game/voluspa/,https://www.beastsofwar.com/game/voluspa/,2012,0,0,0,0,0,0,0,Stronghold Games,Fantasy,Board Game,,,,,45,10,2,5,,1.269251337
Wacky Races,https://www.beastsofwar.com/game/wacky-races/,https://www.beastsofwar.com/game/wacky-races/,2019,0,0,0,0,0,0,0,CMON,"Family, Humour",Board Game,,,,,,8,2,4,In Development,1.269251337
Wander,https://www.beastsofwar.com/game/wander/,https://www.beastsofwar.com/game/wander/,2018,0,0,0,0,0,0,0,Panda Cult Games,Fantasy,Board Game,,,,,45,12,1,5,,1.269251337
Wands,https://www.beastsofwar.com/game/wands/,https://www.beastsofwar.com/game/wands/,2014,0,0,0,0,0,0,0,Josh Levitan,Fantasy,Card Game,,,,,10,7,2,5,,1.269251337
War & Empire,https://www.beastsofwar.com/game/war-empire/,https://www.beastsofwar.com/game/war-empire/,2014,0,0,0,0,0,0,0,West Wind Productions,Historical,Miniature War Game,,15mm,,,,,,,,1.269251337
War Chest,https://www.beastsofwar.com/game/war-chest/,https://www.beastsofwar.com/game/war-chest/,,0,0,0,0,0,0,0,AEG Alderac Entertainment Group,,,,,,,,,,,,1.269251337
War For Chicken Island,https://www.beastsofwar.com/game/war-for-chicken-island/,https://www.beastsofwar.com/game/war-for-chicken-island/,2019,0,0,0,0,0,0,0,Draco Games,Humour,Board Game,,,,,150,10,1,4,Crowd Funding,1.269251337
War of the Ring,https://www.beastsofwar.com/game/war-of-the-ring-ares-games/,https://www.beastsofwar.com/game/war-of-the-ring-ares-games/,2004,0,0,0,0,0,0,0,Ares Games,Fantasy,Board Game,,,,,150,13,2,4,,1.269251337
War of the Ring 2nd Edition,https://www.beastsofwar.com/game/war-of-the-ring-2nd-edition/,https://www.beastsofwar.com/game/war-of-the-ring-2nd-edition/,2012,7.7,7,7.1,7.9,6.4,9.3,7,Ares Games,Fantasy,Board Game,,,,,150,13,2,4,,5.311824453
War Of The Worlds: The New Wave,https://www.beastsofwar.com/game/war-of-the-worlds-the-new-wave/,https://www.beastsofwar.com/game/war-of-the-worlds-the-new-wave/,2019,0,0,0,0,0,0,0,Grey Fox Games,Science Fiction,Board Game,,,,,60,,2,2,Crowd Funding,1.269251337
War of Wonders,https://www.beastsofwar.com/game/war-of-wonders/,https://www.beastsofwar.com/game/war-of-wonders/,2016,0,0,0,0,0,0,0,Limana Games,Science Fiction,Miniature War Game,,,,,60,12,2,,,1.269251337
War Room,https://www.beastsofwar.com/game/war-room/,https://www.beastsofwar.com/game/war-room/,2018,0,0,0,0,0,0,0,Nightingale Games,Historical,Board Game,,,,,120,12,2,6,,1.269251337
War Titans,https://www.beastsofwar.com/game/war-titans/,https://www.beastsofwar.com/game/war-titans/,2017,0,0,0,0,0,0,0,Crawling Chaos Games,Science Fiction,Board Game,,,,,60,13,1,4,,1.269251337
Warband: Against the Darkness,https://www.beastsofwar.com/game/warband-against-the-darkness/,https://www.beastsofwar.com/game/warband-against-the-darkness/,2015,0,0,0,0,0,0,0,Dyskami Publishing,Fantasy,Board Game,,,,,60,10,2,5,,1.269251337
Warbands,https://www.beastsofwar.com/game/warbands/,https://www.beastsofwar.com/game/warbands/,TBA,0,0,0,0,0,0,0,Black Wasp Games,Fantasy,Miniature War Game,,28mm,,,,,,,,1.269251337
Warcaster: Neo-Mechanika,https://www.beastsofwar.com/game/warcaster-neo-mechanika/,https://www.beastsofwar.com/game/warcaster-neo-mechanika/,2020,0,0,0,0,0,0,0,Privateer Press,Science Fiction,Miniature War Game,,35mm,Heroic,,90,14,2,2,In Development,1.269251337
Wardens,https://www.beastsofwar.com/game/wardens/,https://www.beastsofwar.com/game/wardens/,2019,0,0,0,0,0,0,0,Ravens Tales,Horror,Board Game,,,,,,,,,Crowd Funding,1.269251337
Warforged: First Contact,https://www.beastsofwar.com/game/warforged-first-contact/,https://www.beastsofwar.com/game/warforged-first-contact/,TBA,0,0,0,0,0,0,0,Ninja Division,Science Fiction,Miniature War Game,,,,,20,14,2,,,1.269251337
WarGods,https://www.beastsofwar.com/game/wargods/,https://www.beastsofwar.com/game/wargods/,2002,0,3,0,0,0,0,0,Crocodile Games,Fantasy,Miniature War Game,,,,,,12,2,,,0.735600734
"Warhammer 40,000",https://www.beastsofwar.com/game/warhammer-40k/,https://www.beastsofwar.com/game/warhammer-40k/,2017,7.7,306,6.1,9.1,7.4,8.8,6,Games Workshop,Science Fiction,Miniature War Game,,28mm,Heroic,,,,2,2,In Production,7.614253432
"Warhammer 40,000: Apocalypse",https://www.beastsofwar.com/game/warhammer-40000-apocalypse/,https://www.beastsofwar.com/game/warhammer-40000-apocalypse/,2019,0,4,0,0,0,0,0,Games Workshop,Science Fiction,Miniature War Game,,28mm,Heroic,,90,12,2,2,In Development,0.645179819
"Warhammer 40,000: Conquest",https://www.beastsofwar.com/game/conquest/,https://www.beastsofwar.com/game/conquest/,2014,6.4,6,7,8,4,6,7,,Science Fiction,Card Game,,,,,45,14,2,,In Production,4.306606901
"Warhammer 40,000: Heroes Of Black Reach",https://www.beastsofwar.com/game/heroes-of-black-reach/,https://www.beastsofwar.com/game/heroes-of-black-reach/,2017,0,1,0,0,0,0,0,Devil Pig Games,Science Fiction,Board Game,,,,,,,2,,,1.022088992
"Warhammer 40,000: Kill Team",https://www.beastsofwar.com/game/warhammer-40000-kill-team/,https://www.beastsofwar.com/game/warhammer-40000-kill-team/,2018,8.1,54,8.6,9.3,6.3,8.3,8,Games Workshop,Science Fiction,Miniature War Game,,32mm,Heroic,,60,,2,,In Production,7.614113497
"Warhammer 40,000: Relic",https://www.beastsofwar.com/game/warhammer-40000-relic/,https://www.beastsofwar.com/game/warhammer-40000-relic/,2019,0,2,0,0,0,0,0,WizKids,Science Fiction,Board Game,,,,,180,14,2,4,In Production,0.855497306
Warhammer Age of Sigmar,https://www.beastsofwar.com/game/age-of-sigmar/,https://www.beastsofwar.com/game/age-of-sigmar/,2015,7.8,163,7.4,9.4,6.3,8.4,7,Games Workshop,Fantasy,Miniature War Game,,28mm,Heroic,,40,12,2,,,7.63841494
Warhammer Age of Sigmar: Champions,https://www.beastsofwar.com/game/warhammer-age-of-sigmar-champions/,https://www.beastsofwar.com/game/warhammer-age-of-sigmar-champions/,2018,8.1,15,8.6,8.6,6.8,7.9,8,Play Fusion,Fantasy,Card Game,,,,,30,10,2,2,In Development,6.623819148
Warhammer Age of Sigmar: Realm War,https://www.beastsofwar.com/game/warhammer-age-of-sigmar-realm-war/,https://www.beastsofwar.com/game/warhammer-age-of-sigmar-realm-war/,2018,0,0,0,0,0,0,0,"Games Workshop, Pixel Toys",Fantasy,Video Game,,,,,,,,,In Production,1.269251337
Warhammer Age Of Sigmar: Warcry,https://www.beastsofwar.com/game/warhammer-age-of-sigmar-warcry/,https://www.beastsofwar.com/game/warhammer-age-of-sigmar-warcry/,2019,8.5,13,9.6,10,6.3,8.3,8,Games Workshop,Fantasy,Miniature War Game,,28mm,Heroic,,30,12,2,,In Development,6.754989252
Warhammer Fantasy Battle,https://www.beastsofwar.com/game/warhammer-fantasy-battles/,https://www.beastsofwar.com/game/warhammer-fantasy-battles/,1983,7.6,41,6.6,7.5,8,8.1,7,Games Workshop,Fantasy,Miniature War Game,,28mm,Heroic,,180,,2,,Out of Production,7.019977022
Warhammer Fantasy Roleplay,https://www.beastsofwar.com/game/warhammer-fantasy-roleplay/,https://www.beastsofwar.com/game/warhammer-fantasy-roleplay/,1986,8.1,19,7.4,6.8,8.7,9.2,8,Cubicle 7 Entertainment,Fantasy,Role-playing Game,,,,,,,,,In Production,6.879044925
Warhammer Fantasy Roleplay: Dreadfleet Captains,https://www.beastsofwar.com/game/whf-roleplay-dreadfleet-captains/,https://www.beastsofwar.com/game/whf-roleplay-dreadfleet-captains/,2012,0,1,0,0,0,0,0,,Fantasy,Role-playing Game,,,,,,,1,6,,1.022088992
Warhammer Quest,https://www.beastsofwar.com/game/warhammer-quest/,https://www.beastsofwar.com/game/warhammer-quest/,1995,8.6,19,8.7,9.7,7.4,8.7,8,Games Workshop,Fantasy,Board Game,,,,,120,12,1,4,,7.289672944
Warhammer Quest: Blackstone Fortress,https://www.beastsofwar.com/game/warhammer-quest-blackstone-fortress/,https://www.beastsofwar.com/game/warhammer-quest-blackstone-fortress/,2018,8.7,14,7.5,10,8.6,9.3,8,Games Workshop,Science Fiction,,,28mm,Heroic,,90,,1,4,In Development,7.005606127
Warhammer Quest: The Adventure Card Game,https://www.beastsofwar.com/game/warhammer-quest-the-adventure-card-game/,https://www.beastsofwar.com/game/warhammer-quest-the-adventure-card-game/,2015,6.8,6,8.3,6.7,5.8,9.2,4,,Fantasy,Card Game,,,,,30,14,1,4,Out of Production,4.543403186
Warhammer Underworlds: Dreadfane,https://www.beastsofwar.com/game/warhammer-underworlds-dreadfane/,https://www.beastsofwar.com/game/warhammer-underworlds-dreadfane/,2019,0,0,0,0,0,0,0,Games Workshop,Fantasy,Board Game,,28mm,Heroic,,20,12,2,2,In Development,1.269251337
Warhammer Underworlds: Nightvault,https://www.beastsofwar.com/game/warhammer-underworlds-nightvault/,https://www.beastsofwar.com/game/warhammer-underworlds-nightvault/,2018,8.8,13,9.2,9.6,6.2,10,9,Games Workshop,Fantasy,,,,,,30,,,2,,6.982589664
Warhammer Underworlds: Shadespire,https://www.beastsofwar.com/game/warhammer-underworlds-shadespire/,https://www.beastsofwar.com/game/warhammer-underworlds-shadespire/,2017,8.5,44,9.3,9.4,5.6,9.1,9,Games Workshop,Fantasy,Board Game,,28mm,Heroic,,,,,,In Production,7.878807734
Warhammer: Age of Sigmar: The Rise & Fall of Anvalor,https://www.beastsofwar.com/game/warhammer-age-of-sigmar-the-rise-fall-of-anvalor/,https://www.beastsofwar.com/game/warhammer-age-of-sigmar-the-rise-fall-of-anvalor/,2019,0,0,0,0,0,0,0,WizKids,Fantasy,Board Game,,,,,60,14,1,4,In Production,1.269251337
Warhammer: Arcane Magic,https://www.beastsofwar.com/game/warhammer-arcane-magic/,https://www.beastsofwar.com/game/warhammer-arcane-magic/,2016,0,0,0,0,0,0,0,Games Workshop,Fantasy,Video Game,,,,,,,,,,1.269251337
Warhammer: Diskwars,https://www.beastsofwar.com/game/warhammer-diskwars/,https://www.beastsofwar.com/game/warhammer-diskwars/,2013,0,4,0,0,0,0,0,,Fantasy,Miniature War Game,,,,,45,14,2,4,Out of Production,0.645179819
Warhammer: Invasion,https://www.beastsofwar.com/game/warhammer-invasion/,https://www.beastsofwar.com/game/warhammer-invasion/,2009,8.2,6,7.5,9.2,5.8,10,8,,Fantasy,Card Game,,,,,45,13,2,2,Out of Production,5.372190186
Warheads Medieval Tales,https://www.beastsofwar.com/game/warheads/,https://www.beastsofwar.com/game/warheads/,2010,0,1,0,0,0,0,0,Urban Mammoth,Historical,Miniature War Game,,,,,60,,2,,In Production,1.022088992
Warlords Of Erehwon,https://www.beastsofwar.com/game/warlords-of-erehwon/,https://www.beastsofwar.com/game/warlords-of-erehwon/,2019,9,7,10,9.3,9.3,6.4,10,Warlord Games,Fantasy,Miniature War Game,,28mm,Heroic,,90,,2,,In Development,6.129045795
Warmachine,https://www.beastsofwar.com/game/warmachine/,https://www.beastsofwar.com/game/warmachine/,2003,7.2,112,6.8,7.3,6.8,8.3,7,Privateer Press,Steampunk,Board Game,,,,,60,12,2,4,,6.988820528
Warmachine High Command,https://www.beastsofwar.com/game/warmachine-high-command/,https://www.beastsofwar.com/game/warmachine-high-command/,2013,6.3,7,6.7,6.7,5,10,3,Privateer Press,Steampunk,Card Game,,,,,60,12,2,4,,4.431739931
Warmachine Prime Mk III,https://www.beastsofwar.com/game/warmachine-prime-mk-iii/,https://www.beastsofwar.com/game/warmachine-prime-mk-iii/,2016,7.8,16,9.2,7.7,5.4,8.8,7,Privateer Press,"Science Fiction, Steampunk",Miniature War Game,,28mm,Heroic,,,,2,4,In Production,6.45874487
Warmachine: Tactics,https://www.beastsofwar.com/game/warmachine-tactics/,https://www.beastsofwar.com/game/warmachine-tactics/,2014,4,5,5,3.3,5,5,1,Privateer Press,Steampunk,Video Game,,,,,,,,,,2.763865866
Warpath,https://www.beastsofwar.com/game/warpath/,https://www.beastsofwar.com/game/warpath/,2011,7.2,19,8.9,6.1,6.6,5.8,8,Mantic Games,Science Fiction,Board Game,,,,,60,8,2,,,6.13991449
WarQuest,https://www.beastsofwar.com/game/warquest/,https://www.beastsofwar.com/game/warquest/,2016,0,0,0,0,0,0,0,L4 Studios,Fantasy,Board Game,,,,,60,14,2,4,,1.269251337
Warriors Of Darkmyre,https://www.beastsofwar.com/game/warriors-of-darkmyre/,https://www.beastsofwar.com/game/warriors-of-darkmyre/,2013,0,0,0,0,0,0,0,JunkRobot,Fantasy,Miniature War Game,,32mm,,,,,2,16,Out of Production,1.269251337
Wartime,https://www.beastsofwar.com/game/wartime/,https://www.beastsofwar.com/game/wartime/,2017,0,0,0,0,0,0,0,WizKids,Fantasy,Board Game,,,,,30,14,2,,In Production,1.269251337
Warzone: Resurrection,https://www.beastsofwar.com/game/warzone-resurrection/,https://www.beastsofwar.com/game/warzone-resurrection/,2013,6.5,15,5.7,8.3,5.7,7.3,5,Prodos Games,Science Fiction,Miniature War Game,,32mm,,,120,10,2,8,,5.369592281
Wasteman,https://www.beastsofwar.com/game/wasteman/,https://www.beastsofwar.com/game/wasteman/,2015,8.9,12,9.2,8.8,8.3,9.6,8,ThunderChild Miniatures,Post-Apocalyptic,Miniature War Game,,,,,,,2,,,6.944325078
Waterdeep: Dragon Heist,https://www.beastsofwar.com/game/waterdeep-dragon-heist/,https://www.beastsofwar.com/game/waterdeep-dragon-heist/,2018,0,2,0,0,0,0,0,Wizards of the Coast,Fantasy,Role-playing Game,,,,,,,,,In Production,0.855497306
Watergate,https://www.beastsofwar.com/game/watergate/,https://www.beastsofwar.com/game/watergate/,2019,0,0,0,0,0,0,0,Frosted Games,Historical,Board Game,,,,,60,12,2,2,In Production,1.269251337
Waterloo: Quelle Affaire,https://www.beastsofwar.com/game/waterloo-quelle-affaire/,https://www.beastsofwar.com/game/waterloo-quelle-affaire/,2015,7.4,5,10,6,6,8,7,River Horse,Historical,Board Game,,,,,30,12,2,,,4.624780225
Wavelength,https://www.beastsofwar.com/game/wavelength/,https://www.beastsofwar.com/game/wavelength/,2019,0,0,0,0,0,0,0,,Party,Board Game,,,,,,,,,Crowd Funding,1.269251337
Way Of The Fighter,https://www.beastsofwar.com/game/way-of-the-fighter/,https://www.beastsofwar.com/game/way-of-the-fighter/,2018,0,0,0,0,0,0,0,Ninja Division,Weird,Card Game,,,,,20,12,2,4,In Production,1.269251337
Way Of The Panda,https://www.beastsofwar.com/game/way-of-the-panda/,https://www.beastsofwar.com/game/way-of-the-panda/,2018,0,0,0,0,0,0,0,CMON,"Family, Fantasy",Board Game,,,,,,,,,In Production,1.269251337
Wayfinders,https://www.beastsofwar.com/game/wayfinders/,https://www.beastsofwar.com/game/wayfinders/,2019,0,0,0,0,0,0,0,Pandasaurus Games,Family,Board Game,,,,,45,10,2,4,In Production,1.269251337
Web of Spies,https://www.beastsofwar.com/game/web-of-spies/,https://www.beastsofwar.com/game/web-of-spies/,2015,0,0,0,0,0,0,0,Cole Medeiros Games,Murder & Mystery,Board Game,,,,,60,14,2,4,,1.269251337
Weimar: The Fight For Democracy,https://www.beastsofwar.com/game/weimar-the-fight-for-democracy/,https://www.beastsofwar.com/game/weimar-the-fight-for-democracy/,2019,0,0,0,0,0,0,0,Compass Games,Historical,Board Game,,,,,360,14,4,4,In Development,1.269251337
Weird Alchemy,https://www.beastsofwar.com/game/weird-alchemy/,https://www.beastsofwar.com/game/weird-alchemy/,2019,0,0,0,0,0,0,0,Clever Unicorn Games,"Fantasy, Humour, Party",Card Game,,,,,20,10,3,6,Crowd Funding,1.269251337
Welcome To The Big Smoke,https://www.beastsofwar.com/game/welcome-to-the-big-smoke/,https://www.beastsofwar.com/game/welcome-to-the-big-smoke/,2018,0,0,0,0,0,0,0,Infamy Games,Steampunk,Miniature War Game,,,,,,,,,,1.269251337
Werewolf,https://www.beastsofwar.com/game/werewolf/,https://www.beastsofwar.com/game/werewolf/,1992,0,1,0,0,0,0,0,Onyx Path Publishing,Horror,Role-playing Game,,,,,,,2,,,1.022088992
Werewolf The Apocalypse,https://www.beastsofwar.com/game/werewolf-the-apocalypse/,https://www.beastsofwar.com/game/werewolf-the-apocalypse/,2021,0,0,0,0,0,0,0,Hunters Entertainment,Horror,Role-playing Game,,,,,360,16,2,5,In Development,1.269251337
Werewolf: The Forsaken,https://www.beastsofwar.com/game/werewolf-the-forsaken/,https://www.beastsofwar.com/game/werewolf-the-forsaken/,2005,7.2,5,7,5,7,9,8,Onyx Path Publishing,Horror,Role-playing Game,,,,,,,2,,,4.515314675
Werewords,https://www.beastsofwar.com/game/werewords/,https://www.beastsofwar.com/game/werewords/,2017,0,0,0,0,0,0,0,B̩zier Games,"Horror, Murder & Mystery, Party",Card Game,,,,,,8,4,10,,1.269251337
Westeros Intrigue,https://www.beastsofwar.com/game/westeros-intrigue/,https://www.beastsofwar.com/game/westeros-intrigue/,2014,0,0,0,0,0,0,0,,Fantasy,Card Game,,,,,15,8,2,6,,1.269251337
What A Tanker!,https://www.beastsofwar.com/game/what-a-tanker/,https://www.beastsofwar.com/game/what-a-tanker/,2018,8.2,7,9.2,6.7,9.2,7.5,8,Too Fat Lardies,Historical,Miniature War Game,,28mm,TRUE,,60,12,2,2,In Production,5.626140354
Whitehall Mystery,https://www.beastsofwar.com/game/whitehall-mystery/,https://www.beastsofwar.com/game/whitehall-mystery/,2017,0,0,0,0,0,0,0,,Murder & Mystery,Board Game,,,,,,,2,4,,1.269251337
Who Goes There?,https://www.beastsofwar.com/game/who-goes-there/,https://www.beastsofwar.com/game/who-goes-there/,2018,0,2,0,0,0,0,0,Certifiable Studios,Horror,Board Game,,,,,90,14,3,6,,0.855497306
Who's She?,https://www.beastsofwar.com/game/whos-she/,https://www.beastsofwar.com/game/whos-she/,2018,0,0,0,0,0,0,0,Playeress,"Educational, Family",Board Game,,,,,,,2,2,Crowd Funding,1.269251337
Wicked Ones,https://www.beastsofwar.com/game/wicked-ones/,https://www.beastsofwar.com/game/wicked-ones/,2019,0,0,0,0,0,0,0,b-Design,Fantasy,Role-playing Game,,,,,240,12,2,5,Crowd Funding,1.269251337
Wild Assent,https://www.beastsofwar.com/game/wild-assent/,https://www.beastsofwar.com/game/wild-assent/,2019,0,0,0,0,0,0,0,Lazy Squire Games,Fantasy,Board Game,,32mm,Heroic,,,,1,4,Crowd Funding,1.269251337
Wild In The Streets,https://www.beastsofwar.com/game/wild-in-the-streets/,https://www.beastsofwar.com/game/wild-in-the-streets/,2016,0,1,0,0,0,0,0,Slow Death Games,Murder & Mystery,Miniature War Game,,,,,60,14,2,6,,1.022088992
Wild West Chronicles,https://www.beastsofwar.com/game/wild-west-chronicles/,https://www.beastsofwar.com/game/wild-west-chronicles/,2014,0,0,0,0,0,0,0,Warlord Games,Historical,Miniature War Game,,,,,,,,,,1.269251337
Wild West Exodus,https://www.beastsofwar.com/game/wild-west-exodus/,https://www.beastsofwar.com/game/wild-west-exodus/,2013,8.6,98,8.9,8.9,7.7,8.9,8,Warcradle Studios,Steampunk,Miniature War Game,,35mm,Heroic,,45,,2,4,,8.303189753
Wildlands,https://www.beastsofwar.com/game/wildlands/,https://www.beastsofwar.com/game/wildlands/,2017,0,1,0,0,0,0,0,Osprey Publishing,Fantasy,Board Game,,20mm,Heroic,,90,12,2,4,In Production,1.022088992
Wings of Glory,https://www.beastsofwar.com/game/wings-of-glory/,https://www.beastsofwar.com/game/wings-of-glory/,2012,7.8,17,9.4,8.5,6.2,6.5,8,Ares Games,Historical,Miniature War Game,,,,,45,8,2,4,,6.522205313
Wings of War,https://www.beastsofwar.com/game/wings-of-war/,https://www.beastsofwar.com/game/wings-of-war/,2004,7.7,7,8.6,10,6.4,6.4,7,,Historical,Miniature War Game,,,,,30,10,2,4,,5.311824453
Wingspan,https://www.beastsofwar.com/game/wingspan/,https://www.beastsofwar.com/game/wingspan/,2019,0,3,0,0,0,0,0,Stonemaier Games,,Board Game,,,,,,,,,In Production,0.735600734
Winter Tales,https://www.beastsofwar.com/game/winter-tales/,https://www.beastsofwar.com/game/winter-tales/,2012,0,0,0,0,0,0,0,,Fantasy,Board Game,,,,,90,14,3,7,,1.269251337
Winterborne,https://www.beastsofwar.com/game/winterborne/,https://www.beastsofwar.com/game/winterborne/,2019,0,0,0,0,0,0,0,Talon Strikes Studios,Survival,Board Game,,,,,90,12,2,4,Crowd Funding,1.269251337
